name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,lat,long,place_name
USC00057572,29.2,30.6,35.5,42.3,51.6,60.9,66,64.5,57.6,47.4,36.4,28.9,37.715,-105.2353,CO SHEEP MTN
USC00057582,28.6,32.5,40.3,49.6,60.1,70.9,76.3,74.4,66,52.3,39,29.2,38.4681,-102.2947,CO SHERIDAN LAKE
USC00057656,14.7,18.4,24.5,32.7,42.5,50.4,56.3,54.8,47.5,37.8,25.5,15.5,37.8089,-107.6633,CO SILVERTON
USC00057848,19,20.6,27.6,36.1,45.8,53.9,60,59,50.7,40.3,27.5,19.2,40.4725,-106.4475,CO SPICER
USC00057866,32.6,35.7,43.7,51.7,61.5,70.5,75.7,74.3,66.1,54.3,42,33.2,37.3694,-102.7428,CO SPRINGFIELD 7 WSW
USC00057936,15.2,19.4,29.9,39.7,48.8,56.3,63.2,61.8,53,41.9,28.3,16.5,40.4883,-106.8233,CO STEAMBOAT SPRINGS
USC00057950,28.1,32.2,41,49.5,59.7,69.9,76.3,74.2,64.2,50.9,38.3,27.9,40.6278,-103.2083,CO STERLING
USC00058008,29.9,32.2,40.3,48.3,58.5,68.7,74.9,73,63.8,51.6,38.7,29.5,39.3047,-102.6003,CO STRATTON
USC00058022,29.1,31.6,38.6,45.2,54.4,63.2,69.8,68.3,59.8,48.5,37.2,27.8,39.4344,-105.1208,CO STRONTIA SPRINGS DAM
USC00058064,18.4,19.1,24.7,32,42,51.3,56.6,54.6,47.4,37.8,27.1,19.4,39.2494,-106.3714,CO SUGARLOAF RSVR
USC00058157,32.9,35.9,44,52.5,62,71.5,76.9,74.6,66.5,54.3,41.7,32.8,38.3422,-104.0567,CO TACONY 13 SE
USC00058184,10,14.4,21.8,32.3,43.2,52.3,57.3,56,49.2,39.6,26.1,12.5,38.8183,-106.6086,CO TAYLOR PARK
USC00058204,18.7,21.7,27.9,35.7,44.7,52.7,58,56.7,49.8,40.1,28.4,19.2,37.9492,-107.8736,CO TELLURIDE 4WNW
USC00058290,32.4,34.8,43.1,51,61.1,71,77,74.7,66.7,53.8,41.4,32,37.6667,-103.9167,CO TIMPAS 13 SW
USC00058429,33.7,35.7,42.4,49.8,59,67.6,71.9,69.9,63.1,52.6,41.2,32.7,37.1786,-104.4869,CO TRINIDAD
USC00058436,31.1,33.2,39.7,46.6,56.3,65.5,69.9,67.9,60.8,49.8,38.9,31,37.1503,-104.5567,CO TRINIDAD LAKE
USC00058501,18.8,20.2,26.4,33.4,43.8,52.4,58.4,56.6,49.2,39.8,29,20.8,39.0936,-106.3514,CO TWIN LAKES RESERVOIR
USC00058560,30,36.4,44.8,51.8,62.1,71.9,78.3,76.1,66.7,54.4,41.3,31.4,38.3761,-108.7422,CO URAVAN
USC00058575,16.4,20.5,28.4,36,45.5,53.1,59,57.2,49.7,39.4,25.9,17,39.6394,-106.3539,CO VAIL
USC00058582,22,25.3,33.3,41.1,49.8,58.3,64.1,62.8,55.4,45,33.5,24.6,37.3842,-107.5822,CO VALLECITO DAM
USC00058690,26.6,26.4,33.3,39.5,49.2,58,64.6,63.1,54.6,42.3,32.4,25,40.9656,-105.2186,CO VIRGINIA DALE 7 ENE
USC00058756,16,18.4,26.8,34.9,43.9,52.7,58.5,56.7,48.6,38.3,25.5,16.9,40.7442,-106.2792,CO WALDEN
USC00058781,33.5,34.9,41.1,48.7,57.7,66.5,71.8,70,62.4,52.3,41,32.5,37.6303,-104.7956,CO WALSENBURG 1 NW
USC00058793,32.3,35.3,43.3,52.2,62.2,71.9,77.1,75.2,67,54.4,42.3,32.6,37.3822,-102.2986,CO WALSH 1 W
USC00058839,30.7,32.5,40.2,47.7,56.8,65.8,72.3,70.3,61.9,50,39,30.4,40.4256,-105.2103,CO WATERDALE
USC00058860,15.9,21.6,32.5,40.7,49.4,57.3,62.3,60.9,53.6,43,30,18.5,37.4297,-106.0317,CO WAVERLY 1W
USC00058931,22.9,26.3,33.2,40.8,49.5,57.9,62.6,60.7,54,43.4,32,23.6,38.1311,-105.4661,CO WESTCLIFFE
USC00058995,31.9,33.4,40.4,47.4,56.6,65.6,71.8,69.7,61.1,49.6,38.6,30.9,39.775,-105.1169,CO WHEAT RIDGE 2
USC00059058,28.9,31.6,39.3,47.9,57.7,68.5,74.3,72.4,63.3,51,38,28.7,38.9031,-103.0192,CO WILD HORSE 6N
USC00059060,27.5,31.3,39.4,47.8,58.1,68.3,72.9,72,63.2,50.3,37.4,27.6,38.6675,-102.9936,CO WILD HORSE 11SSE
USC00059096,12.4,16.1,27.1,36.9,46.2,54.5,60.5,59,50.9,40,26.9,15.1,40.0375,-106.2039,CO WILLIAMS FORK DAM
USC00059181,17.7,18.1,22.6,29.1,38.5,47.6,53.1,51,44.4,34.7,23.7,17.5,37.4744,-106.7906,CO WOLF CREEK PASS 1 E
USC00059243,28.9,32.1,40.1,48.7,59.1,69.2,75.3,73.3,63.7,50.9,38.4,28.8,40.0583,-102.2189,CO WRAY
USC00059265,18.4,20.4,28.6,37.6,46.8,55.4,61.7,60.3,52.3,41.3,28,19,40.1561,-106.9092,CO YAMPA
USC00059275,28.7,32.5,39.6,47.1,56.4,66,72,70.1,62.6,50.9,38.3,29.5,37.5206,-108.7561,CO YELLOW JACKET 2 W
USC00059278,27.7,31,38.3,46.1,55,64.6,69.8,68.6,61,49.2,37.7,28.7,37.5594,-108.6636,CO YELLOW JACKET 4NE
USC00059295,29.6,32.6,41.1,49.1,59.7,70.3,76,73.9,64.2,51.7,39,29.2,40.1236,-102.7217,CO YUMA
USC00060227,23.1,26.6,34.7,46.2,56.3,65.2,69.4,67.5,59.9,48.2,39,28.6,41.8417,-73.0086,CT BAKERSVILLE
USC00060808,28.6,31,38.2,49.3,58.8,68.7,73.8,72.8,65.1,53.6,44.1,33.7,41.12,-73.08,CT BRIDGEPORT-SUCCESS HILL
USC00060961,25.6,28.8,36.9,48.2,58.5,67.1,71.9,70.1,62.4,50.6,41,30.6,41.6764,-73.5086,CT BULLS BRG DAM
USC00060973,25.4,28.1,36.2,47.7,57.9,67,71.8,70.2,62.6,51,41.6,31.2,41.7944,-72.9319,CT BURLINGTON
USC00061762,27.4,30.7,38.7,49.9,60.2,69.6,74.2,72.2,63.9,52.3,42.4,32.2,41.4,-73.4167,CT DANBURY
USC00062658,22.8,26.1,34.2,45.8,56.2,64.9,69.5,67.8,60.1,48.5,38.8,28.2,41.95,-73.3667,CT FALLS VILLAGE
USC00063207,30.5,32.9,39.7,49.1,58.2,67.4,73.1,72.2,65.4,54.6,45.9,35.9,41.3511,-72.0389,CT GROTON
USC00063420,24.6,27.8,35.4,46.7,56.6,64.5,69.7,68.3,60.7,50.4,41.3,30.7,41.7675,-72.0531,CT HAMPTON
USC00064488,24.5,27.5,35.3,46.5,56.5,65.5,70.8,69.4,61.2,49.5,41,30.2,41.7569,-72.1856,CT MANSFIELD HOLLOW LAKE
USC00064767,28.7,31.8,39.1,50.2,60,69,73.9,71.9,64.1,52.8,44.1,33.3,41.55,-72.7167,CT MIDDLETOWN 4 W
USC00065077,28.4,31.6,38.8,49.5,59.6,68.2,73.7,72.1,64.5,53.1,43.9,33.3,41.4075,-72.9033,CT MT CARMEL
USC00065445,20.9,23.7,31.6,44,54.9,63.7,68.1,66.6,59,47.3,37.6,26.7,41.9725,-73.2208,CT NORFOLK 2 SW
USC00065910,27.9,30.9,37.9,48.4,58.3,67.4,72.7,71.3,63.5,52.2,42.9,33,41.5269,-72.0642,CT NORWICH PUB UTILITY PLANT
USC00067373,22.2,25.4,33.4,44.2,54.4,62.8,67.5,66.4,59,48.5,38.8,28.2,41.7167,-73.3,CT SHEPAUG DAM
USC00067958,23.2,26,34.1,45.8,56.3,65.1,70,69.2,61.6,49.4,40,29.4,41.9983,-72.2606,CT STAFFORDVILLE
USC00067970,29.4,32.2,39.9,51,60.6,69.1,73.9,72.4,65.1,53.8,44.2,34.2,41.1247,-73.5475,CT STAMFORD 5 N
USC00068138,25.8,29.2,36.2,47.1,56.9,65.8,70.4,69.1,62,51.2,42.2,31.2,41.795,-72.2286,CT STORRS
USC00069388,24.1,27.3,34.8,46,56.4,65,70.4,68.8,60.8,49.1,40.2,29.8,41.9442,-71.9031,CT WEST THOMPSON LAKE
USC00069568,23.4,26.3,34.6,45.5,56,65,69.8,68.1,60.9,49,39.8,29.1,41.6667,-73.1333,CT WIGWAM RSVR
USC00071200,31.4,34.4,42.1,52.5,61.8,71.5,76,74.5,66.5,54.9,45.3,35.8,39.5917,-75.7325,DE BEAR 2 SW
USC00072730,35.2,38,45.2,55,64.2,73.3,77.7,76.1,69.7,58.7,49.2,39.2,39.2583,-75.5167,DE DOVER
USC00073570,34.9,37.2,44.1,53.3,62.6,71.9,76.4,75.1,67.8,57.2,48.1,38.5,38.6333,-75.45,DE GEORGETOWN 5 SW
USC00073595,33.5,35.3,43.2,52.9,61.9,71.4,76.1,74.4,67.5,56.5,47.2,37.5,38.8161,-75.5761,DE GREENWOOD 2NE
USC00075320,37.3,39.4,46.2,55.5,64.8,73.9,78.3,76.9,70.9,60.2,50.9,41.5,38.7756,-75.1389,DE LEWES
USC00075915,34,35.7,43.8,53.2,62.7,72.4,76.7,74.8,67.8,57.3,47.6,38,38.8983,-75.425,DE MILFORD 2 SE
USC00076410,33,36.1,43.7,54.3,63.8,73.2,77.1,75.6,68.4,57,47,37.1,39.6694,-75.7514,DE NEWARK UNIV FARM
USC00079605,31.8,34.6,42.3,52.7,62.4,71.7,76.2,74.6,67.2,55.8,46.2,36.2,39.7739,-75.5414,DE WILMINGTON PORTER RES
USC00080228,60.2,62.7,66.2,70.3,76.4,80.2,81.6,81.7,80.2,74.9,68.1,62.4,27.2181,-81.8739,FL ARCADIA
USC00080236,60,62.6,66.1,69.7,75.3,79.5,80.6,80.9,79.7,74.6,68.1,62.6,27.1819,-81.3508,FL ARCHBOLD BIO STN
USC00080369,60.3,63.3,66.8,71.2,77,80.8,81.9,82.1,80.5,75.1,68.7,62.9,27.5947,-81.5267,FL AVON PARK 2 W
USC00080414,68.4,70.5,72.6,76.1,79.8,82.6,84,84,82.6,80.1,74.9,70.8,24.6589,-81.2761,FL BAHIA HONDA SP
USC00080478,61.8,64.5,68.1,72.5,78.1,81.9,82.8,83,81.4,76,69.2,63.7,27.8986,-81.8433,FL BARTOW
USC00080598,51.9,55.1,60.7,66,74,79.6,81.1,80.7,77.8,69.3,61.4,54,29.7956,-82.9178,FL BELL 4NW
USC00080611,62.9,65,68.1,71.6,76.5,80.8,81.7,82,80.6,76.5,70.4,65.4,26.6928,-80.6711,FL BELLE GLADE
USC00080737,62.1,65.2,68,71.7,76.9,80.5,81.7,81.9,80.8,76.6,70.4,64.8,26.3283,-80.9958,FL BIG CYPRESS
USC00080945,61.5,64.2,67.6,71.5,77.5,81.7,82.8,83.1,81.4,75.9,69.2,63.5,27.4467,-82.5014,FL BRADENTON 5 ESE
USC00080992,61.7,64.5,67.7,71.8,77.3,82,83.5,83.5,81.8,76.5,69.5,64.1,27.0436,-81.07,FL BRIGHTON RSVN
USC00081046,60.1,62.7,66.8,71.3,77.5,80.9,82,82.1,80.5,75,68.1,62.3,28.6164,-82.3658,FL BROOKSVILLE CHIN HILL
USC00081163,57,59.9,64,69.2,75.6,80.4,81.4,81.5,79.8,73.5,65.5,59.2,28.6664,-82.0894,FL BUSHNELL 1 E
USC00081276,63.2,65.5,68.8,72.4,76.9,80.6,81.6,81.8,80.7,76.9,70.8,65.7,26.8639,-80.6256,FL CANAL POINT USDA
USC00081306,68.1,69.9,71.9,74.8,78.6,81.4,83.2,83.3,82.3,79.4,75.1,70.7,25.6719,-80.1567,FL CAPE FLORIDA
USC00081544,50.7,54.1,60.4,66.6,74.8,80.8,82.9,82.4,78.1,68.7,59.9,52.5,30.7836,-85.4847,FL CHIPLEY
USC00081641,59.2,61.5,65.9,70.9,76.9,81.2,82.5,82.4,80.6,75,67.8,61.4,28.4558,-81.7233,FL CLERMONT 9 S
USC00081651,61.7,64.4,67.6,71.3,76.7,80.7,82.1,82.3,81.2,76.6,69.8,64.4,26.7361,-81.0492,FL CLEWISTON #2
USC00081654,63.5,66.4,69.5,72.9,78.2,81.5,82.2,82.4,81.8,77.5,71.8,66,26.7422,-80.94,FL CLEWISTON
USC00081795,69,70.7,72.8,76.9,80.3,83,84.4,84.8,83.4,79.9,75,70.8,24.7833,-80.8833,FL CONCH KEY
USC00081858,65.7,67,69.4,73.9,78,81.7,82.9,83.1,82,78.6,72.8,68,26.2678,-80.275,FL CORAL SPRINGS
USC00081978,56.5,59.4,64,69.5,76.1,80.7,82.3,82.3,80.2,73.7,65.8,59.1,29.425,-81.5161,FL CRESCENT CITY
USC00082008,52.1,55.5,60.8,65.7,73.1,78.8,80.5,80.5,77.9,69.8,61.5,54.5,29.6333,-83.1053,FL CROSS CITY 1 E
USC00082046,68.4,70.5,72.6,76,79.9,83,84.3,84.6,83.4,80.3,75.5,71,24.7425,-80.9822,FL CURRY HAMMOCK SP
USC00082150,56.8,59.6,63.7,69.1,75.1,79.7,81.8,81.6,79.7,73.9,66.3,60.1,29.1967,-81.0083,FL DAYTONA BEACH
USC00082220,49.7,53.5,59.6,65.7,73.9,79.9,81.9,81.4,77.2,67.9,59.3,51.9,30.7244,-86.0939,FL DE FUNIAK SPRINGS 1 E
USC00082229,56.3,59.1,63.2,68.1,74.4,79.8,81.5,81.6,79.2,72.9,65.4,58.9,29.0181,-81.3106,FL DELAND 1 SSE
USC00082298,62.7,65.4,68.2,71.9,76.8,80.6,81.8,82.5,81.1,76.4,70.4,65.1,26.6033,-81.1292,FL DEVILS GARDEN
USC00082418,68.7,69.6,72.3,75.7,80,83.3,84.7,84.7,83.5,79.8,74.9,70.8,24.6278,-82.8736,FL DRY TORTUGAS
USC00082441,68.5,70.7,73,76,79.6,82.9,84,84.4,82.8,79.9,74.8,71,24.7706,-80.9072,FL DUCK KEY
USC00082850,65.4,67.6,70.3,73.7,78.2,81.8,83.1,83.7,82.8,79.1,73.4,68.2,25.8489,-81.3897,FL EVERGLADES
USC00082915,56.5,59.7,64.5,69.8,76.2,80.9,82.4,81.8,79.2,73.1,65.4,58.7,29.755,-81.5389,FL FEDERAL POINT
USC00082944,53.8,56.5,61.9,67.7,75,80.4,82.6,82.1,79.2,72.1,63.9,56.3,30.6669,-81.4525,FL FERNANDINA BEACH
USC00083020,66.5,68.6,70.4,73.6,78.2,81.7,82.6,82.9,82,78.7,73.6,69.1,25.1422,-80.9144,FL FLAMINGO RS
USC00083026,60.1,62.5,65.1,69.5,74.7,79.9,81.7,82.2,80.4,75.1,67.9,61.9,28.0425,-81.0372,FL FOREVER FLORIDA
USC00083137,60.5,62.4,65.7,69.7,74.9,79.6,81.1,81.5,80.2,74.8,68.7,62.9,27.5139,-80.7694,FL FORT DRUM
USC00083153,59.8,62.7,66.7,69.8,75.7,79.9,81.1,81.5,80,74.6,67.9,62.3,27.5706,-82.1378,FL FT GREEN 12 WSW
USC00083163,66.3,67.8,70.1,73.9,78.1,81.5,82.6,83,82,78.8,73.3,68.6,26.1019,-80.2011,FL FT LAUDERDALE
USC00083168,67.6,69.1,71,74.3,78.3,81.5,82.6,83.1,82.2,79.2,74.3,69.5,26.1408,-80.1061,FL FT LAUDERDALE BEACH
USC00083207,62,64.1,67.2,71.2,76.8,80.5,81.9,81.9,80.9,76.7,70.1,64.7,27.4417,-80.3508,FL FT PIERCE
USC00083322,54.2,56.2,61.9,67.1,74.4,79.6,80.7,81,77.9,70.4,63.1,56.3,29.6814,-82.4942,FL GAINESVILLE 11 WNW
USC00083470,51.5,54.8,60.1,65.4,72.5,78.4,80.7,80.2,76.7,68.8,61,53.8,30.2717,-82.1856,FL GLEN ST MARY 1 W
USC00083874,54.4,57.1,61.7,65.9,72.4,78.1,80.2,80,77.3,70.6,63.6,56.7,29.7653,-81.4697,FL HASTINGS 4NE
USC00083909,66.7,69,71.6,74.6,78.6,81.5,83.1,83.2,81.8,78.4,73.6,69.3,25.8175,-80.2858,FL HIALEAH
USC00083956,53.2,56.3,61.4,67.2,75.1,80,81.5,81.5,78.3,70.2,62,55,29.8286,-82.5972,FL HIGH SPRINGS
USC00084050,67,68.3,70.8,74,77.9,81.4,82.8,83.2,81.9,78.8,73.9,69.2,26.0283,-80.1342,FL HOLLYWOOD
USC00084095,65.8,67.3,69.9,72.9,77.2,80.8,81.9,82.4,81.2,77.7,72,67.8,25.5011,-80.55,FL HOMESTEAD GEN AVIATION
USC00084210,62.8,65.2,68,72,76.9,81,82.2,82.6,81.5,76.7,70.4,65.2,26.4622,-81.4406,FL IMMOKALEE
USC00084289,56.4,59.1,63.6,68.5,75.5,80.4,81.5,81.5,79.4,73,65.3,58.7,28.8028,-82.3125,FL INVERNESS 3 SE
USC00084320,68.5,70.8,72.5,76,79.1,82.2,83.6,83.8,82.5,80.3,75.6,71.4,24.9178,-80.6364,FL ISLAMORADA
USC00084366,55.5,58.3,63.1,68.6,75.2,80.1,82.2,81.8,79.7,73.5,65.2,58.3,30.2875,-81.3928,FL JACKSONVILLE BEACH
USC00084394,50.6,54,59.4,65.5,73.1,79,81,80.6,77.1,68.5,60.1,52.9,30.5228,-82.9447,FL JASPER
USC00084412,67.3,69.5,71.5,74.6,78.1,81.1,83,83.3,81.9,79,74.7,70,25.1936,-80.3492,FL JOHN PENNEKAMP SP
USC00084461,65.4,67.2,70.2,74.1,78.3,82.2,83.7,83.8,82.7,78.9,73.5,68.1,26.86,-80.0553,FL JUNO BEACH
USC00084625,59.4,61.7,65.4,70.1,75.9,80.5,81.9,82.2,80.5,74.7,67.8,61.4,28.2764,-81.4239,FL KISSIMMEE 2
USC00084662,60.8,64.1,66.6,70.6,76,79.7,80.7,81.3,79.8,75.3,68.6,63.2,26.7458,-81.4264,FL LA BELLE
USC00084707,59.7,62.8,66.7,71.1,77.1,81.6,82.7,82.9,81,75.3,68.2,62.2,28.1042,-81.7144,FL LAKE ALFRED EXP STN
USC00084731,53.3,56.7,62.1,67.5,74.6,79.7,81.5,81.1,77.8,70.3,62.6,55.2,30.1853,-82.5942,FL LAKE CITY 2 E
USC00084802,60.7,63.3,66.8,71.1,77.1,80.8,82,82.3,80.2,74.9,68.2,62.9,27.9914,-82.0136,FL LAKELAND 2
USC00085076,56.6,59.7,64.3,69.4,75.9,80.4,81.9,81.9,79.5,73,65.1,58.7,28.8728,-81.7844,FL LISBON
USC00085099,54.6,58,63.1,68.5,75.8,80.8,82.5,82.1,78.9,71.3,63.3,56.2,30.2889,-82.965,FL LIVE OAK
USC00085184,65.7,67.7,70.3,73.2,77.1,81,82.7,82.9,81.6,78.3,72.8,68.6,26.4986,-80.2161,FL LOXAHATCHEE NWR
USC00085275,50.9,54.4,60,66,73.7,79.3,81,80.8,77.3,69,60.4,52.9,30.4653,-83.4022,FL MADISON
USC00085359,60.9,63.3,66.2,69.7,74.7,78.5,80.2,80.5,79.3,75.1,69.1,63.7,25.9492,-81.7139,FL MARCO ISLAND
USC00085539,52.5,55.8,61.6,66.9,74.6,79.9,81.7,81.4,78.1,69.9,61.8,54.4,30.1064,-83.1819,FL MAYO
USC00085667,66.6,68.7,71.3,74.1,78.4,81.6,82.8,83.2,82.1,78.6,73.2,68.7,25.7553,-80.3836,FL MIAMI NWSFO
USC00085793,47.9,51.5,57.8,64.1,72.2,78.3,79.9,79.7,75.6,66.2,57.3,50,30.7794,-87.1414,FL MILTON EXP STN
USC00085879,50.4,54.1,59.9,65.3,73,79.1,81,80.2,76.3,67.4,59.8,52.4,30.4922,-83.7833,FL MONTICELLO 5 SE
USC00085880,51.5,54.2,59.4,65,73.2,79.4,81.1,80.8,77.6,68.9,60,52.2,30.4406,-83.9858,FL MONTICELLO 10 SW
USC00085895,62.6,65.1,68.4,71.9,77.3,80.9,82.2,82.5,81.3,76.7,70.4,64.9,26.84,-81.0872,FL MOORE HAVEN LOCK 1
USC00085973,61.7,64.3,68.2,72.3,78,81.7,82.6,82.9,81,75.6,69,63.5,27.9378,-81.5992,FL MTN LAKE
USC00086065,61.5,64.4,67.6,71.6,77.1,80.9,82,82.4,81.1,75.9,69.1,63.7,27.2417,-82.3161,FL MYAKKA RIVER SP
USC00086078,64.4,66.5,69.4,73.1,78.2,82,83.1,83.5,82.6,78.2,72.3,66.8,26.1686,-81.7158,FL NAPLES
USC00086129,48.7,52.8,58.6,65.1,72.8,78.8,80.9,80.5,76.2,66.9,58.3,50.7,30.9539,-85.8831,FL NEW HOPE
USC00086240,48.6,52,57.5,63.8,72.1,78.6,80.6,80.2,76.7,67.4,58.4,51,30.5317,-86.4928,FL NICEVILLE
USC00086315,66.6,68.5,70.9,74.3,78.1,81.5,82.9,83.2,82,79.1,73.3,69,25.95,-80.2158,FL NORTH MIAMI BEACH #2
USC00086406,65.6,67.7,69.9,73.3,77.8,82,84,84.5,83.6,79.4,73.3,68.1,25.8603,-81.0331,FL OASIS RS
USC00086414,58.1,61,65.3,70.1,76.5,80.9,82.3,82.1,79.8,73.5,66.1,59.8,29.1636,-82.0778,FL OCALA
USC00086485,61.9,64.4,67.8,72,77.4,81,82.3,82.6,80.9,75.7,69.5,64,27.1508,-80.8653,FL OKEECHOBEE
USC00086618,54.4,57.7,63.9,68.6,74.8,80,81.9,81.4,79.3,72,64.3,57.1,29.4794,-81.9681,FL ORANGE SPRINGS 2SSW
USC00086657,61.1,63.7,67,71.6,76.6,80.4,81.4,82.1,80.6,75.9,69.3,64,26.7897,-81.3045,FL ORTONA LOCK 2
USC00086764,63.1,65.2,67.9,71,75.6,79.6,81.6,82.2,81.3,77.3,71.2,66.3,26.8261,-80.1489,FL PALM BEACH GARDENS
USC00086767,55.4,57.4,62.2,67.9,74.2,79,80.4,80.2,79,73.6,64.9,58,29.6319,-81.2061,FL PALM COAST 6NE
USC00086828,50,54,60,66.4,74,79.7,81.8,81.2,78,69.6,60.5,52.6,29.9989,-84.485,FL PANACEA 1 S
USC00086842,52.6,56.2,61.5,67.4,74.9,80.7,82.6,82.4,79.5,70.8,62.2,54.6,30.2492,-85.6606,FL PANAMA CITY 5N
USC00086880,60.7,62.8,66.3,70.5,76.3,80.6,81.9,82.1,80.8,75.2,68.6,62.8,27.6089,-82.3478,FL PARRISH
USC00087020,64.5,66.2,68.7,71.9,76,79.5,80.5,81.1,79.8,76.7,71.4,66.8,25.5819,-80.4361,FL PERRINE 4W
USC00087025,53.8,57.2,62,67.2,74.6,80,81.7,81.5,78.6,70.7,62.7,56,30.0986,-83.5742,FL PERRY
USC00087205,60.5,63.2,66.7,70.9,76.8,80.7,81.7,81.8,80.3,75,68.2,62.7,28.0236,-82.1422,FL PLANT CITY
USC00087228,56.9,59.2,62.8,68.6,75.2,80.4,82.3,82.2,79.5,72.8,65.5,58.6,28.7322,-81.562,FL PLYMOUTH 3N
USC00087254,67.3,68.8,71.3,74.7,78.8,82.4,83.3,83.9,83,79.1,74.1,69.2,26.2333,-80.1406,FL POMPANO BEACH
USC00087261,58.8,60.7,64.4,69.8,75.3,79.4,81.1,81.5,80,74.7,68.3,61.5,29.0661,-80.915,FL PONCE INLET
USC00087304,62.8,64.9,67.5,71.5,76.6,80.4,81.8,82.1,80.6,76.5,70,65.1,27.0997,-80.2628,FL PORT SALERNO 5W
USC00087397,63.2,65.5,68.9,72.7,77.8,81.8,82.9,83.2,81.9,76.9,70.4,65.4,26.9164,-81.9983,FL PUNTA GORDA 4 ESE
USC00087429,51.8,54.4,60.5,65.5,73.5,79.1,80.7,80.4,76.8,68.7,60.9,53.9,30.5497,-84.5836,FL QUINCY 3 SSW
USC00087760,67.8,69.8,71.9,74.7,78.8,82.4,83.9,84.2,83.6,80.5,74.7,70,25.3867,-80.5936,FL ROYAL PALM RS
USC00087826,56.5,59,63.4,68.9,75.1,79.8,81.8,81.5,79.4,73.3,65.7,59,29.8875,-81.2917,FL ST AUGUSTINE LH
USC00087851,60.9,63.6,67.4,71.9,77.9,81.6,82.6,82.6,80.9,75.3,68.6,62.7,28.3378,-82.26,FL SAINT LEO
USC00087982,59.7,62.3,66.4,70.9,77,81.6,83.3,83.3,81.2,75.5,68.7,62.2,28.8147,-81.2778,FL SANFORD
USC00088076,52,54.8,60.3,64.9,72.7,78.7,80.8,80.6,78.3,71,61.8,55.4,29.6711,-83.3883,FL SEA HAG MARINA
USC00088368,61.9,64.5,66.9,70.4,75.1,79.7,81.1,81.2,80.1,75.5,69.8,64.3,26.47,-80.6403,FL SOUTH BAY 15 S
USC00088529,53.9,56.2,61.2,66.7,74.3,79.4,81.1,80.9,78,69.9,62.3,55.3,29.9381,-82.1164,FL STARKE
USC00088565,52.3,55.7,61.2,66.9,74.1,79.4,81.1,80.8,78.4,70.3,62.2,54.5,29.7236,-83.3061,FL STEINHATCHEE 6 ENE
USC00088620,64.1,66.1,69.4,72.8,77.6,81,82.4,82.8,81.8,78,72.1,67,27.1897,-80.2397,FL STUART
USC00088756,50.8,54.2,60.6,66.3,74.5,80.2,82,82.2,78.4,69,60.4,52.6,30.3961,-84.3556,FL TALLAHASSEE AP
USC00088780,66.5,68.5,70.5,73.8,78.2,81.4,83.4,83.9,82.7,79.3,73.8,68.6,25.7608,-80.8242,FL TAMIAMI TRL 40 MI BEND
USC00088824,59.7,62.3,66.2,70.7,76.6,80.8,82,82.1,80.2,74.5,67.8,62,28.1522,-82.7539,FL TARPON SPGS SEWAGE PL
USC00088841,68.6,70.6,72.5,76.2,80.2,83,84.5,84.5,83.2,80.1,75.4,71.1,25.0069,-80.5211,FL TAVERNIER
USC00088942,59.9,62.7,67,71.2,77.2,81.4,82.9,82.9,81.2,76.2,69.3,62.9,28.6242,-80.8158,FL TITUSVILLE
USC00089120,54.3,57.4,62.1,67.3,73.8,78.8,80.3,80.1,77.8,70.8,62.8,56.3,29.4083,-82.8186,FL USHER TWR
USC00089176,61.4,63.6,67.2,71.1,76.8,80.9,82.3,82.6,81,75.6,69.3,64,27.1006,-82.4364,FL VENICE
USC00089219,61.6,63.8,67.2,70.7,75.9,79.9,81.5,81.4,80.4,76,69.8,64.3,27.6528,-80.4031,FL VERO BEACH 4SE
USC00089401,61.6,63.9,67.4,71.7,77.8,82.1,83.3,83.7,82.1,76.7,69.5,63.7,27.5478,-81.7994,FL WAUCHULA
USC00089430,57.6,60.5,64.7,69.4,75.6,80.4,81.8,81.9,80.1,73.9,66.5,59.9,28.5175,-82.5756,FL WEEKI WACHEE
USC00089511,66.2,68.5,70.4,73.9,78.4,81.6,83.3,84.1,83.3,79.5,73.5,68.8,26.0933,-80.3953,FL WESTON
USC00089566,50.6,53.9,59.8,65.4,72.7,78.3,80.2,80,76.4,67.7,59.6,53,30.1192,-85.2042,FL WEWAHITCHKA
USC00089640,53.1,56.2,61.7,67.3,74.5,80,82,81.3,78.3,70.1,62.3,54.5,30.4392,-82.7847,FL WHITE SPRINGS 7N
USC00089707,62.2,64.7,68.3,72.8,78.5,82,83.1,83.6,81.7,76.5,69.5,64,28.0153,-81.7331,FL WINTER HAVEN
USC00090010,47,50.2,56.2,63.6,71.6,78.4,81.1,80.2,74.8,65.5,56.2,49.1,31.9381,-83.3078,GA ABBEVILLE 4S
USC00090140,47.9,51.8,58.2,64.9,73.2,79.8,82.4,81.9,77.2,67.4,58,50.5,31.5339,-84.1489,GA ALBANY 3 SE
USC00090181,40.2,43.7,51.6,59.8,68,75.4,78.7,78.2,71.7,61,51.3,43,34.165,-84.73,GA ALLATOONA DAM 2
USC00090219,38.8,42.7,49.7,58.1,65.9,74,77.1,76.6,70.2,59.2,49.7,41.3,34.1014,-84.3506,GA ALPHARETTA 4 SSW
USC00090236,40.7,43.6,50.7,58.5,65.6,73.4,76.8,76.4,69.9,60.6,50.9,42.4,34.4417,-83.5161,GA ALTO 4SE
